cust_id,month,balance,credit_limit,income,utilization,dti,util_3m_mean,util_6m_std,balance_3m_slope,payment_to_balance,on_time_ratio_6m,max_days_past_due_12m,inquiries_3m,new_accounts_6m,months_since_first,months_since_last_payment,util_x_delinq,dti_x_inquiries,default_next_3m
1,2021-04-01,2882,6880,5457,0.4188953488372093,0.5281290086127909,0.3967538759689922,0.08290887597441916,-255.82857142857173,0.6478140180430256,0.8333333333333334,2.0,1.0,0.0,14.98028909329829,0.0,0.4188953488372093,1.0562580172255818,0
1,2021-05-01,2615,6880,5457,0.3800872093023256,0.4792010262048745,0.3810562015503876,0.08106147349606002,-244.54285714285754,0.7537284894837476,0.8333333333333334,2.0,0.0,1.0,15.965834428383705,0.0,0.3800872093023256,0.4792010262048745,0
1,2021-06-01,2920,6880,5457,0.42441860465116277,0.535092541689573,0.4078003875968992,0.06382192797464066,-120.65714285714299,0.9102739726027397,1.0,2.0,0.0,0.0,16.98423127463863,0.0,0.42441860465116277,0.535092541689573,0
1,2021-07-01,2632,6880,5457,0.3825581395348837,0.48231629100238227,0.395687984496124,0.032931184086568095,-4.1714285714288275,0.8499240121580547,1.0,2.0,0.0,0.0,17.969776609724047,0.0,0.3825581395348837,0.48231629100238227,0
1,2021-08-01,2656,6880,5457,0.386046511627907,0.4867143118929815,0.3976744186046512,0.029275784033607248,28.42857142857111,0.766566265060241,1.0,2.0,0.0,2.0,18.988173455978973,0.0,0.386046511627907,0.4867143118929815,0
1,2021-09-01,3044,6880,5457,0.4424418604651163,0.5578156496243357,0.40368217054263567,0.02627652121568781,18.428571428571253,0.5229960578186597,1.0,2.0,0.0,0.0,20.006570302233904,0.0,0.4424418604651163,0.5578156496243357,0
1,2021-10-01,2946,6880,5457,0.4281976744186046,0.5398570643210555,0.41889534883720936,0.027455840057828463,58.59999999999963,0.7284453496266123,1.0,1.0,0.0,0.0,20.992115637319316,0.0,0.4281976744186046,0.5398570643210555,0
1,2021-11-01,3367,6880,5457,0.48938953488372094,0.6170056807769837,0.453343023255814,0.039440909815701766,101.8571428571426,0.5307395307395307,1.0,1.0,0.0,0.0,22.010512483574242,0.0,0.48938953488372094,0.6170056807769837,0
1,2021-12-01,3268,6880,5457,0.475,0.5988638446032619,0.4641957364341085,0.04427123729918873,148.99999999999955,0.726438188494492,1.0,0.0,0.0,0.0,22.996057818659658,0.0,0.0,0.5988638446032619,0
2,2020-01-01,4602,11154,6397,0.4125874125874126,0.7193997186181023,0.4125874125874126,0.0,0.0,0.5319426336375489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7193997186181023,0
2,2020-02-01,4135,11154,6397,0.3707190245651784,0.646396748475848,0.39165321857629554,0.02960542108787144,-466.9999999999997,0.7407496977025393,1.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,0.646396748475848,0
2,2020-03-01,4966,11154,6397,0.44522144522144524,0.7763013912771611,0.40950929412467874,0.03734646945648009,182.00000000000026,0.8689085783326621,1.0,0.0,0.0,0.0,1.9710906701708277,0.0,0.0,0.7763013912771611,0
2,2020-04-01,5078,11154,6397,0.4552626860319168,0.7938095982491793,0.4237343852728468,0.03812062965110704,225.8999999999992,0.910397794407247,1.0,0.0,0.0,0.0,2.9894875164257555,0.0,0.0,0.7938095982491793,0
2,2020-05-01,5388,11154,6397,0.4830554061323292,0.8422698139753009,0.46117984579523047,0.04314350095124143,251.50000000000063,0.5139198218262806,1.0,0.0,0.0,0.0,3.9750328515111693,0.0,0.0,0.8422698139753009,0
2,2020-06-01,4978,11154,6397,0.4462972924511386,0.7781772705955917,0.4615384615384615,0.0389479818537424,164.31428571428538,0.6611088790678987,1.0,0.0,0.0,0.0,4.993429697766097,0.0,0.0,0.7781772705955917,0
2,2020-07-01,5245,11154,6397,0.4702348933118164,0.8199155854306707,0.46652919729842807,0.039267359484756806,168.4571428571423,0.6305052430886559,1.0,0.0,0.0,1.0,5.978975032851511,0.0,0.0,0.8199155854306707,0
2,2020-08-01,5481,11154,6397,0.49139322216245296,0.8568078786931375,0.46930846930846926,0.01941877482924638,76.1714285714282,0.5221674876847291,1.0,0.0,0.0,0.0,6.9973718791064385,0.0,0.0,0.8568078786931375,0
2,2020-09-01,5966,11154,6397,0.5348753810292272,0.9326246678130373,0.4988344988344988,0.031601912343815174,142.457142857142,0.9472008045591687,1.0,0.0,0.0,4.0,8.015768725361367,0.0,0.0,0.9326246678130373,0
2,2020-10-01,6411,11154,6397,0.5747713824636902,1.0021885258715022,0.5336799952184568,0.046772052457689464,237.5714285714277,0.9455623147714866,1.0,0.0,0.0,0.0,9.00131406044678,0.0,0.0,1.0021885258715022,0
2,2020-11-01,5822,11154,6397,0.5219652142729065,0.9101141159918712,0.5438706592552747,0.04663262233662786,234.3714285714282,0.5661284781861903,1.0,0.0,0.0,0.0,10.019710906701707,0.0,0.0,0.9101141159918712,0
2,2020-12-01,4060,11154,6397,0.36399497937959474,0.6346725027356573,0.4869105253720638,0.0727215508746526,-127.34285714285765,0.7731527093596059,1.0,0.0,0.0,0.0,11.005256241787121,0.0,0.0,0.6346725027356573,0
2,2021-01-01,3692,11154,6397,0.331002331002331,0.5771455369704549,0.4056541748849441,0.09889455241346987,-435.7714285714292,0.9271397616468039,1.0,0.0,0.0,0.0,12.02365308804205,0.0,0.0,0.5771455369704549,0
2,2021-02-01,3587,11154,6397,0.3215886677425139,0.560731592934188,0.3388619927081466,0.11449913304537755,-623.2571428571433,0.8578199052132701,1.0,0.0,0.0,0.0,13.042049934296976,0.0,0.0,0.560731592934188,0
2,2021-03-01,4041,11154,6397,0.3622915545992469,0.6317023604814757,0.33829418444803067,0.10779140711870848,-540.6571428571438,0.9735214055926751,1.0,0.0,0.0,1.0,13.961892247043364,0.0,0.0,0.6317023604814757,0
2,2021-04-01,4333,11154,6397,0.3884705038551192,0.6773487572299516,0.35745024206562664,0.07292985728640612,-217.34285714285792,0.574428802215555,1.0,0.0,0.0,0.0,14.98028909329829,0.0,0.0,0.6773487572299516,0
2,2021-05-01,3202,11154,6397,0.2870719024565178,0.5005471314678756,0.3459446536369613,0.03635581143277204,-54.65714285714336,0.5830730793254216,1.0,0.0,0.0,0.0,15.965834428383705,0.0,0.0,0.5005471314678756,0
2,2021-06-01,3159,11154,6397,0.28321678321678323,0.49382523057683286,0.3195863965094734,0.04137161472063447,-100.80000000000021,0.5102880658436214,1.0,0.0,0.0,2.0,16.98423127463863,0.0,0.0,0.49382523057683286,0
2,2021-07-01,3697,11154,6397,0.3314506006813699,0.5779271533531343,0.3005797621182236,0.04137648771513774,-92.20000000000059,0.5712740059507709,1.0,0.0,0.0,1.0,17.969776609724047,0.0,0.0,0.5779271533531343,0
2,2021-08-01,2387,11154,6397,0.21400394477317555,0.37314366109113645,0.2762237762237762,0.06293390623902816,-292.0285714285719,0.7917888563049853,1.0,0.0,0.0,0.0,18.988173455978973,0.0,0.0,0.37314366109113645,0
2,2021-09-01,2047,11154,6397,0.18352160659852967,0.31999374706893857,0.24299205068435836,0.07500261479389772,-381.05714285714333,0.6570591108939912,1.0,0.0,0.0,1.0,20.006570302233904,0.0,0.0,0.31999374706893857,0
2,2021-10-01,2571,11154,6397,0.23050026896180742,0.40190714397373767,0.20934194011117088,0.05488087648602906,-222.88571428571464,0.6736678335278102,1.0,0.0,0.0,1.0,20.992115637319316,0.0,0.0,0.40190714397373767,0
2,2021-11-01,2213,11154,6397,0.19840415994262148,0.345943410973894,0.20414201183431954,0.056421209883657425,-241.37142857142913,0.6525079078174424,1.0,0.0,0.0,0.0,22.010512483574242,0.0,0.0,0.345943410973894,0
2,2021-12-01,2478,11154,6397,0.2221624529316837,0.3873690792559012,0.21702229394537087,0.05247535312501075,-174.0857142857146,0.5318805488297014,1.0,0.0,1.0,2.0,22.996057818659658,0.0,0.0,0.7747381585118024,0
3,2020-01-01,0,6350,5049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,1
3,2020-02-01,0,6350,5049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0183968462549278,999.0,0.0,0.0,1
3,2020-03-01,431,6350,5049,0.0678740157480315,0.08536343830461478,0.0226246719160105,0.03918708126310688,215.50000000000006,0.5382830626450116,1.0,0.0,0.0,0.0,1.9710906701708277,0.0,0.0,0.08536343830461478,1
3,2020-04-01,695,6350,5049,0.1094488188976378,0.13765102000396118,0.05910761154855643,0.053929209927330045,251.60000000000008,0.8446043165467626,1.0,0.0,0.0,0.0,2.9894875164257555,0.0,0.0,0.13765102000396118,1
3,2020-05-01,274,6350,5049,0.0431496062992126,0.054268171915230735,0.07349081364829396,0.04670705260554905,124.3,0.5255474452554745,1.0,0.0,0.0,0.0,3.9750328515111693,0.0,0.0,0.054268171915230735,1
3,2020-06-01,732,6350,5049,0.1152755905511811,0.14497920380273321,0.08929133858267717,0.0508890679097957,135.60000000000002,0.8647540983606558,1.0,0.0,0.0,0.0,4.993429697766097,0.0,0.0,0.14497920380273321,0
3,2020-07-01,906,6350,5049,0.1426771653543307,0.17944147355912063,0.10036745406824148,0.05281023566672767,143.20000000000002,0.7847682119205298,1.0,0.0,0.0,0.0,5.978975032851511,0.0,0.0,0.17944147355912063,1
3,2020-08-01,738,6350,5049,0.11622047244094488,0.14616755793226383,0.12472440944881891,0.036513931586008824,75.0285714285714,0.7276422764227642,1.0,0.0,0.0,0.0,6.9973718791064385,0.0,0.0,0.14616755793226383,1
3,2020-09-01,425,6350,5049,0.06692913385826772,0.08417508417508418,0.10860892388451444,0.036677252129555464,6.17142857142852,0.668235294117647,1.0,0.0,0.0,0.0,8.015768725361367,0.0,0.0,0.08417508417508418,1
3,2020-10-01,957,6350,5049,0.15070866141732284,0.1895424836601307,0.11128608923884514,0.042452557101300845,66.45714285714283,0.877742946708464,1.0,0.0,0.0,0.0,9.00131406044678,0.0,0.0,0.1895424836601307,1
3,2020-11-01,771,6350,5049,0.12141732283464567,0.1527035056446821,0.11301837270341207,0.02934199610181291,0.9999999999999585,0.5447470817120622,0.8333333333333334,4.0,0.0,0.0,10.019710906701707,0.0,0.12141732283464567,0.1527035056446821,1
3,2020-12-01,228,6350,5049,0.035905511811023624,0.0451574569221628,0.1026771653543307,0.0450005247016941,-78.82857142857158,0.6666666666666666,0.8333333333333334,4.0,0.0,2.0,11.005256241787121,0.0,0.035905511811023624,0.0451574569221628,1
3,2021-01-01,574,6350,5049,0.09039370078740157,0.11368587839176074,0.08257217847769027,0.04130534847042965,-45.62857142857152,0.7264808362369338,0.8333333333333334,4.0,0.0,1.0,12.02365308804205,0.0,0.09039370078740157,0.11368587839176074,0
3,2021-02-01,773,6350,5049,0.12173228346456692,0.15309962368785898,0.08267716535433069,0.04187752667944724,1.3714285714284122,0.7386804657179818,0.8333333333333334,4.0,0.0,1.0,13.042049934296976,0.0,0.12173228346456692,0.15309962368785898,0
3,2021-03-01,1040,6350,5049,0.16377952755905512,0.20598138245197067,0.1253018372703412,0.04603550338454525,21.914285714285658,0.7942307692307692,0.8333333333333334,4.0,0.0,2.0,13.961892247043364,0.0,0.16377952755905512,0.20598138245197067,0
3,2021-04-01,764,6350,5049,0.12031496062992127,0.1513170924935631,0.1352755905511811,0.042741290890299835,74.28571428571423,0.7761780104712042,0.8333333333333334,4.0,0.0,1.0,14.98028909329829,0.0,0.12031496062992127,0.1513170924935631,0
3,2021-05-01,452,6350,5049,0.07118110236220472,0.08952267775797187,0.1184251968503937,0.04468088710806161,55.91428571428568,0.7699115044247787,1.0,4.0,0.0,0.0,15.965834428383705,0.0,0.07118110236220472,0.08952267775797187,0
3,2021-06-01,470,6350,5049,0.07401574803149606,0.09308774014656368,0.08850393700787401,0.03539748577649736,-50.257142857143,0.9531914893617022,1.0,4.0,0.0,0.0,16.98423127463863,0.0,0.07401574803149606,0.09308774014656368,0
3,2021-07-01,161,6350,5049,0.02535433070866142,0.03188750247573777,0.0568503937007874,0.04886205864473529,-145.20000000000016,0.5279503105590062,1.0,4.0,0.0,0.0,17.969776609724047,0.0,0.02535433070866142,0.03188750247573777,0
3,2021-08-01,225,6350,5049,0.03543307086614173,0.044563279857397504,0.04493438320209973,0.05237044909737945,-167.60000000000008,0.8266666666666667,1.0,4.0,0.0,0.0,18.988173455978973,0.0,0.03543307086614173,0.044563279857397504,0
3,2021-09-01,325,6350,5049,0.051181102362204724,0.06436918201624084,0.03732283464566929,0.03402956120819183,-91.00000000000011,0.9015384615384615,1.0,4.0,0.0,0.0,20.006570302233904,0.0,0.051181102362204724,0.06436918201624084,0
3,2021-10-01,253,6350,5049,0.03984251968503937,0.05010893246187364,0.0421522309711286,0.019738677578908903,-39.02857142857147,0.6324110671936759,1.0,4.0,0.0,2.0,20.992115637319316,0.0,0.03984251968503937,0.05010893246187364,0
3,2021-11-01,314,6350,5049,0.049448818897637796,0.06219053277876807,0.04682414698162729,0.01672932195499155,-11.542857142857185,0.589171974522293,1.0,0.0,0.0,0.0,22.010512483574242,0.0,0.0,0.06219053277876807,0
3,2021-12-01,0,6350,5049,0.0,0.0,0.029763779527559053,0.018971247713750475,-17.42857142857144,0.0,0.8333333333333334,9.0,0.0,0.0,22.996057818659658,0.9855453350854139,0.0,0.0,0
4,2020-01-01,3668,5492,3920,0.6678805535324108,0.9357142857142857,0.6678805535324108,0.0,0.0,0.7753544165757906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9357142857142857,0
4,2020-02-01,3892,5492,3920,0.708667152221413,0.9928571428571429,0.6882738528769119,0.028840480514527762,223.99999999999966,0.6623843782117164,1.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,0.9928571428571429,0
4,2020-03-01,4551,5492,3920,0.8286598689002185,1.160969387755102,0.7350691915513474,0.08357809415821703,441.50000000000034,0.5209843990331795,1.0,0.0,1.0,0.0,1.9710906701708277,0.0,0.0,2.321938775510204,0
4,2020-04-01,4695,5492,3920,0.8548798252002914,1.197704081632653,0.7974022821073076,0.09080480273230902,373.9999999999995,0.979552715654952,1.0,0.0,1.0,0.0,2.9894875164257555,0.0,0.0,2.395408163265306,0
4,2020-05-01,4946,5492,3920,0.9005826656955572,1.261734693877551,0.8613741199320223,0.09929491981880945,335.9000000000002,0.6839870602507077,1.0,0.0,1.0,0.0,3.9750328515111693,0.0,0.0,2.523469387755102,0
4,2020-06-01,3426,5492,3920,0.6238164603058995,0.8739795918367347,0.7930929837339161,0.11229151635416634,59.885714285713654,0.5796847635726795,1.0,0.0,0.0,1.0,4.993429697766097,0.0,0.0,0.8739795918367347,0
4,2020-07-01,4132,5492,3920,0.752367079388201,1.0540816326530613,0.7589220684632192,0.10270339456579443,-54.97142857142876,0.5592933204259438,1.0,0.0,0.0,2.0,5.978975032851511,0.0,0.0,1.0540816326530613,0
4,2020-08-01,3502,5492,3920,0.6376547705753823,0.8933673469387755,0.6712794367564943,0.11559606316812054,-241.54285714285777,0.9400342661336379,1.0,0.0,0.0,0.0,6.9973718791064385,0.0,0.0,0.8933673469387755,0
4,2020-09-01,4027,5492,3920,0.7332483612527313,1.027295918367347,0.707756737072105,0.11180678926934894,-199.0285714285717,0.6856220511547058,1.0,0.0,0.0,0.0,8.015768725361367,0.0,0.0,1.027295918367347,0
4,2020-10-01,3762,5492,3920,0.6849963583394028,0.9596938775510204,0.6852998300558388,0.10105817577973947,-135.62857142857166,0.6544391281233386,1.0,0.0,0.0,0.0,9.00131406044678,0.0,0.0,0.9596938775510204,0
4,2020-11-01,3202,5492,3920,0.5830298616168973,0.8168367346938775,0.6670915270696772,0.06595231499931198,-48.71428571428635,0.7370393504059962,1.0,0.0,0.0,0.0,10.019710906701707,0.0,0.0,0.8168367346938775,0
4,2020-12-01,2177,5492,3920,0.39639475600873997,0.5553571428571429,0.5548069919883466,0.13075539455214188,-312.57142857142907,0.8576022048690859,1.0,0.0,0.0,0.0,11.005256241787121,0.0,0.0,0.5553571428571429,0
4,2021-01-01,2255,5492,3920,0.4105972323379461,0.5752551020408163,0.4633406166545278,0.14146177735271498,-352.7142857142863,0.6753880266075388,1.0,0.0,2.0,1.0,12.02365308804205,0.0,0.0,1.725765306122449,0
4,2021-02-01,1874,5492,3920,0.3412235979606701,0.47806122448979593,0.38273852876911874,0.1647632872586482,-466.02857142857187,0.7459978655282817,1.0,0.0,3.0,2.0,13.042049934296976,0.0,0.0,1.9122448979591837,0
4,2021-03-01,1974,5492,3920,0.35943190094683175,0.5035714285714286,0.37041757708181594,0.13887173987312743,-367.02857142857175,0.7299898682877406,1.0,0.0,3.0,0.0,13.961892247043364,0.0,0.0,2.0142857142857142,0
4,2021-04-01,2435,5492,3920,0.44337217771303716,0.6211734693877551,0.38134255887351304,0.08673169201059702,-137.85714285714337,0.815605749486653,1.0,0.0,1.0,3.0,14.98028909329829,0.0,0.0,1.2423469387755102,0
4,2021-05-01,2574,5492,3920,0.4686817188638019,0.6566326530612245,0.42382859917455695,0.04849612101282476,74.9999999999998,0.8834498834498834,0.8333333333333334,1.0,0.0,0.0,15.965834428383705,0.0,0.4686817188638019,0.6566326530612245,0
4,2021-06-01,2773,5492,3920,0.5049162418062637,0.7073979591836734,0.47232337946103425,0.06336922830808776,147.17142857142827,0.6949152542372882,0.8333333333333334,1.0,0.0,0.0,16.98423127463863,0.0,0.5049162418062637,0.7073979591836734,0
4,2021-07-01,2775,5492,3920,0.5052804078659869,0.7079081632653061,0.49295945617868414,0.0714268273369162,201.17142857142844,0.6454054054054054,0.8333333333333334,1.0,0.0,0.0,17.969776609724047,0.0,0.5052804078659869,0.7079081632653061,0
4,2021-08-01,3083,5492,3920,0.5613619810633649,0.7864795918367347,0.5238528769118719,0.06878726394576057,193.25714285714284,0.775218942588388,0.8333333333333334,1.0,1.0,1.0,18.988173455978973,0.0,0.5613619810633649,1.5729591836734693,0
4,2021-09-01,2499,5492,3920,0.4550254916241806,0.6375,0.5072226268511775,0.04335907625403526,52.82857142857113,0.9699879951980792,0.8333333333333334,1.0,1.0,0.0,20.006570302233904,0.0,0.4550254916241806,1.275,0
4,2021-10-01,1977,5492,3920,0.3599781500364166,0.5043367346938775,0.4587885409079873,0.06772683484000268,-99.97142857142886,0.8244815376833586,0.6666666666666666,4.0,1.0,0.0,20.992115637319316,0.0,0.3599781500364166,1.008673469387755,0
4,2021-11-01,1176,5492,3920,0.21412964311726146,0.3,0.3430444282592862,0.12695947354950357,-313.22857142857185,0.5187074829931972,0.8333333333333334,4.0,0.0,1.0,22.010512483574242,0.0,0.21412964311726146,0.3,0
4,2021-12-01,1512,5492,3920,0.2753095411507647,0.38571428571428573,0.28313911143481424,0.13543069251728795,-358.80000000000047,0.8472222222222222,0.8333333333333334,4.0,0.0,0.0,22.996057818659658,0.0,0.2753095411507647,0.38571428571428573,0
5,2020-01-01,8548,12507,3024,0.683457263932198,2.8267195767195767,0.683457263932198,0.0,0.0,0.7192325690219934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8267195767195767,0
5,2020-02-01,7634,12507,3024,0.6103781882145998,2.5244708994708995,0.6469177260733989,0.05167471000275889,-914.000000000001,0.5926119989520566,1.0,0.0,0.0,0.0,1.0183968462549278,0.0,0.0,2.5244708994708995,0
5,2020-03-01,9276,12507,3024,0.7416646677860398,3.0674603174603177,0.6785000399776125,0.06578347422846767,364.00000000000085,0.6735661923242777,1.0,0.0,0.0,0.0,1.9710906701708277,0.0,0.0,3.0674603174603177,0
5,2020-04-01,7918,12507,3024,0.6330854721356041,2.6183862433862433,0.6617094427120812,0.05831464422236274,-24.800000000000644,0.9795402879515029,1.0,0.0,0.0,0.0,2.9894875164257555,0.0,0.0,2.6183862433862433,0
5,2020-05-01,7977,12507,3024,0.6378028304149677,2.6378968253968256,0.6708509901122038,0.052179088627628045,-85.79999999999929,0.9442146170239438,1.0,0.0,0.0,0.0,3.9750328515111693,0.0,0.0,2.6378968253968256,0
5,2020-06-01,7441,12507,3024,0.5949468297753259,2.4606481481481484,0.6219450441086325,0.05395760261556132,-167.54285714285834,0.7916946646956055,0.8333333333333334,3.0,0.0,0.0,4.993429697766097,0.0,0.5949468297753259,2.4606481481481484,0
5,2020-07-01,5612,12507,3024,0.44870872311505555,1.8558201058201058,0.5604861277684497,0.0947374343232151,-444.4571428571439,0.8335709194583036,0.8333333333333334,3.0,0.0,1.0,5.978975032851511,0.0,0.44870872311505555,1.8558201058201058,0
5,2020-08-01,4106,12507,3024,0.32829615415367397,1.3578042328042328,0.4573172356813518,0.14939239586589395,-951.5428571428586,0.7601071602532878,0.8333333333333334,3.0,0.0,0.0,6.9973718791064385,0.0,0.32829615415367397,1.3578042328042328,0
5,2020-09-01,3397,12507,3024,0.2716078995762373,1.123346560846561,0.34953759228165565,0.16048199943067137,-1029.9142857142874,0.7697968795996467,0.8333333333333334,3.0,0.0,0.0,8.015768725361367,0.0,0.2716078995762373,1.123346560846561,0
5,2020-10-01,3127,12507,3024,0.25001998880626847,1.0340608465608465,0.2833080141787266,0.1662348210905501,-1082.5142857142869,0.9955228653661656,0.8333333333333334,3.0,0.0,0.0,9.00131406044678,0.0,0.25001998880626847,1.0340608465608465,0
5,2020-11-01,3184,12507,3024,0.25457743663548416,1.052910052910053,0.25873510833933,0.1378939385062839,-841.4000000000008,0.7154522613065326,0.8333333333333334,3.0,0.0,0.0,10.019710906701707,0.0,0.25457743663548416,1.052910052910053,0
5,2020-12-01,3999,12507,3024,0.3197409450707604,1.3224206349206349,0.2747794568375044,0.07454529551070589,-317.1714285714291,0.9187296824206052,1.0,3.0,0.0,0.0,11.005256241787121,0.0,0.3197409450707604,1.3224206349206349,0
5,2021-01-01,3858,12507,3024,0.30846725833533223,1.2757936507936507,0.29426188001385895,0.03427748355435999,17.799999999999777,0.6982892690513219,1.0,3.0,0.0,1.0,12.02365308804205,0.0,0.30846725833533223,1.2757936507936507,0
5,2021-02-01,3910,12507,3024,0.3126249300391781,1.292989417989418,0.31361104448175686,0.031115936388958165,159.22857142857094,0.8918158567774936,1.0,3.0,0.0,0.0,13.042049934296976,0.0,0.3126249300391781,1.292989417989418,0
5,2021-03-01,2746,12507,3024,0.21955704805309026,0.908068783068783,0.2802164121425335,0.041509058820135655,3.7714285714282636,0.9905316824471959,1.0,3.0,0.0,2.0,13.961892247043364,0.0,0.21955704805309026,0.908068783068783,0
5,2021-04-01,3038,12507,3024,0.24290397377468617,1.0046296296296295,0.2583619839556515,0.04254003955801476,-126.77142857142887,0.9371296905859118,1.0,3.0,0.0,0.0,14.98028909329829,0.0,0.24290397377468617,1.0046296296296295,0
5,2021-05-01,2208,12507,3024,0.17654113696330054,0.7301587301587301,0.21300071959702568,0.05918640733821429,-359.40000000000055,0.9981884057971014,0.8333333333333334,8.0,0.0,0.0,15.965834428383705,0.0,0.17654113696330054,0.7301587301587301,0
5,2021-06-01,2137,12507,3024,0.1708643159830495,0.7066798941798942,0.19676980890701204,0.06193809664850793,-383.4000000000004,0.7318671034160037,0.8333333333333334,8.0,0.0,0.0,16.98423127463863,0.0,0.1708643159830495,0.7066798941798942,0
5,2021-07-01,2143,12507,3024,0.17134404733349323,0.7086640211640212,0.17291650009328108,0.05596509371970383,-328.34285714285755,0.6682221185254317,0.8333333333333334,8.0,0.0,1.0,17.969776609724047,0.0,0.17134404733349323,0.7086640211640212,0
5,2021-08-01,2274,12507,3024,0.18181818181818182,0.751984126984127,0.1746755150449082,0.030154153209934732,-146.17142857142898,0.6943711521547933,0.8333333333333334,8.0,0.0,0.0,18.988173455978973,0.0,0.18181818181818182,0.751984126984127,0
5,2021-09-01,1498,12507,3024,0.11977292716078995,0.49537037037037035,0.157645052104155,0.03927104610471256,-214.17142857142892,0.7903871829105474,0.8333333333333334,8.0,0.0,2.0,20.006570302233904,0.0,0.11977292716078995,0.49537037037037035,0
5,2021-10-01,1724,12507,3024,0.1378428080275046,0.5701058201058201,0.14647797233549212,0.024919757588837438,-120.17142857142873,0.802784222737819,0.8333333333333334,8.0,0.0,1.0,20.992115637319316,0.0,0.1378428080275046,0.5701058201058201,0
