cust_id,month,balance,credit_limit,payment,days_past_due,inquiries,open_accounts,income,balance_prev,pct_change,default_next_3m
2,2021-03-01,4041,11154,3934,0,0,2,6397,3587.0,0.12656816281014777,0
2,2021-04-01,4333,11154,2489,0,0,2,6397,4041.0,0.07225934174709231,0
2,2021-05-01,3202,11154,1867,0,0,1,6397,4333.0,-0.2610200784675744,0
2,2021-06-01,3159,11154,1612,0,0,3,6397,3202.0,-0.013429106808244847,0
2,2021-07-01,3697,11154,2112,0,0,2,6397,3159.0,0.17030705919594807,0
2,2021-08-01,2387,11154,1890,0,0,1,6397,3697.0,-0.35434135785772247,0
2,2021-09-01,2047,11154,1345,0,0,3,6397,2387.0,-0.14243820695433598,0
2,2021-10-01,2571,11154,1732,0,0,2,6397,2047.0,0.25598436736687835,0
2,2021-11-01,2213,11154,1444,0,0,2,6397,2571.0,-0.13924542979385454,0
2,2021-12-01,2478,11154,1318,0,1,4,6397,2213.0,0.11974694984184366,0
3,2020-01-01,0,6350,0,0,0,3,5049,0.0,0.0,1
3,2020-02-01,0,6350,0,0,0,1,5049,0.0,0.0,1
3,2020-03-01,431,6350,232,0,0,3,5049,0.0,431.0,1
3,2020-04-01,695,6350,587,0,0,2,5049,431.0,0.6125290023201856,1
3,2020-05-01,274,6350,144,0,0,3,5049,695.0,-0.6057553956834533,1
3,2020-06-01,732,6350,633,0,0,3,5049,274.0,1.6715328467153285,0
3,2020-07-01,906,6350,711,0,0,1,5049,732.0,0.23770491803278687,1
3,2020-08-01,738,6350,537,0,0,1,5049,906.0,-0.18543046357615894,1
3,2020-09-01,425,6350,284,0,0,1,5049,738.0,-0.4241192411924119,1
3,2020-10-01,957,6350,840,0,0,1,5049,425.0,1.251764705882353,1
3,2020-11-01,771,6350,420,4,0,2,5049,957.0,-0.19435736677115986,1
3,2020-12-01,228,6350,152,0,0,3,5049,771.0,-0.7042801556420234,1
3,2021-01-01,574,6350,417,0,0,2,5049,228.0,1.5175438596491229,0
3,2021-02-01,773,6350,571,0,0,2,5049,574.0,0.34668989547038326,0
3,2021-03-01,1040,6350,826,0,0,3,5049,773.0,0.34540750323415265,0
3,2021-04-01,764,6350,593,0,0,3,5049,1040.0,-0.2653846153846154,0
3,2021-05-01,452,6350,348,0,0,1,5049,764.0,-0.4083769633507853,0
3,2021-06-01,470,6350,448,0,0,2,5049,452.0,0.03982300884955752,0
3,2021-07-01,161,6350,85,0,0,2,5049,470.0,-0.6574468085106383,0
3,2021-08-01,225,6350,186,0,0,2,5049,161.0,0.39751552795031053,0
3,2021-09-01,325,6350,293,0,0,3,5049,225.0,0.4444444444444444,0
3,2021-10-01,253,6350,160,0,0,3,5049,325.0,-0.22153846153846155,0
3,2021-11-01,314,6350,185,0,0,1,5049,253.0,0.24110671936758893,0
3,2021-12-01,0,6350,0,9,0,2,5049,314.0,-1.0,0
4,2020-01-01,3668,5492,2844,0,0,2,3920,0.0,3668.0,0
4,2020-02-01,3892,5492,2578,0,0,1,3920,3668.0,0.061068702290076333,0
4,2020-03-01,4551,5492,2371,0,1,2,3920,3892.0,0.16932168550873586,0
4,2020-04-01,4695,5492,4599,0,0,1,3920,4551.0,0.03164139749505603,0
4,2020-05-01,4946,5492,3383,0,0,2,3920,4695.0,0.053461128860489884,0
4,2020-06-01,3426,5492,1986,0,0,3,3920,4946.0,-0.30731904569348967,0
4,2020-07-01,4132,5492,2311,0,0,3,3920,3426.0,0.20607122008172796,0
4,2020-08-01,3502,5492,3292,0,0,2,3920,4132.0,-0.15246853823814133,0
4,2020-09-01,4027,5492,2761,0,0,1,3920,3502.0,0.1499143346659052,0
4,2020-10-01,3762,5492,2462,0,0,1,3920,4027.0,-0.06580581077725355,0
4,2020-11-01,3202,5492,2360,0,0,2,3920,3762.0,-0.14885699096225413,0
4,2020-12-01,2177,5492,1867,0,0,1,3920,3202.0,-0.32011242973141785,0
4,2021-01-01,2255,5492,1523,0,2,3,3920,2177.0,0.035829122645842905,0
4,2021-02-01,1874,5492,1398,0,1,3,3920,2255.0,-0.16895787139689578,0
4,2021-03-01,1974,5492,1441,0,0,1,3920,1874.0,0.05336179295624333,0
4,2021-04-01,2435,5492,1986,0,0,5,3920,1974.0,0.23353596757852077,0
4,2021-05-01,2574,5492,2274,1,0,1,3920,2435.0,0.05708418891170431,0
4,2021-06-01,2773,5492,1927,0,0,1,3920,2574.0,0.07731157731157731,0
4,2021-07-01,2775,5492,1791,0,0,2,3920,2773.0,0.000721240533717995,0
4,2021-08-01,3083,5492,2390,0,1,2,3920,2775.0,0.110990990990991,0
4,2021-09-01,2499,5492,2424,0,0,1,3920,3083.0,-0.1894258838793383,0
4,2021-10-01,1977,5492,1630,4,0,1,3920,2499.0,-0.20888355342136855,0
4,2021-11-01,1176,5492,610,0,0,2,3920,1977.0,-0.40515933232169954,0
4,2021-12-01,1512,5492,1281,0,0,2,3920,1176.0,0.2857142857142857,0
5,2020-01-01,8548,12507,6148,0,0,2,3024,0.0,8548.0,0
5,2020-02-01,7634,12507,4524,0,0,1,3024,8548.0,-0.10692559663079083,0
5,2020-03-01,9276,12507,6248,0,0,2,3024,7634.0,0.21509038511920356,0
5,2020-04-01,7918,12507,7756,0,0,2,3024,9276.0,-0.14639931004743423,0
5,2020-05-01,7977,12507,7532,0,0,2,3024,7918.0,0.007451376610255115,0
5,2020-06-01,7441,12507,5891,3,0,1,3024,7977.0,-0.06719318039363169,0
5,2020-07-01,5612,12507,4678,0,0,2,3024,7441.0,-0.2458002956591856,0
5,2020-08-01,4106,12507,3121,0,0,1,3024,5612.0,-0.2683535281539558,0
5,2020-09-01,3397,12507,2615,0,0,1,3024,4106.0,-0.1726741354115928,0
5,2020-10-01,3127,12507,3113,0,0,1,3024,3397.0,-0.0794818957904033,0
5,2020-11-01,3184,12507,2278,0,0,1,3024,3127.0,0.018228333866325552,0
5,2020-12-01,3999,12507,3674,0,0,1,3024,3184.0,0.2559673366834171,0
5,2021-01-01,3858,12507,2694,0,0,2,3024,3999.0,-0.035258814703675916,0
5,2021-02-01,3910,12507,3487,0,0,1,3024,3858.0,0.01347848626231208,0
5,2021-03-01,2746,12507,2720,0,0,3,3024,3910.0,-0.29769820971867006,0
5,2021-04-01,3038,12507,2847,0,0,1,3024,2746.0,0.10633648943918426,0
5,2021-05-01,2208,12507,2204,8,0,1,3024,3038.0,-0.27320605661619485,0
5,2021-06-01,2137,12507,1564,0,0,1,3024,2208.0,-0.03215579710144927,0
5,2021-07-01,2143,12507,1432,0,0,2,3024,2137.0,0.0028076743097800653,0
5,2021-08-01,2274,12507,1579,0,0,3,3024,2143.0,0.06112925804946337,0
5,2021-09-01,1498,12507,1184,0,0,3,3024,2274.0,-0.3412489006156552,0
5,2021-10-01,1724,12507,1384,0,0,2,3024,1498.0,0.15086782376502003,0
5,2021-11-01,1265,12507,968,0,0,2,3024,1724.0,-0.2662412993039443,0
5,2021-12-01,790,12507,480,0,0,4,3024,1265.0,-0.37549407114624506,0
6,2020-01-01,6630,15512,3961,0,0,1,7141,0.0,6630.0,0
6,2020-02-01,7695,15512,6215,0,0,2,7141,6630.0,0.16063348416289594,0
6,2020-03-01,7925,15512,4878,0,0,1,7141,7695.0,0.029889538661468484,0
6,2020-04-01,6388,15512,5755,0,0,1,7141,7925.0,-0.19394321766561515,0
6,2020-05-01,4699,15512,3574,0,0,1,7141,6388.0,-0.2644020037570445,0
6,2020-06-01,5231,15512,4591,0,0,1,7141,4699.0,0.11321557778250692,0
6,2020-07-01,5301,15512,4502,0,2,1,7141,5231.0,0.013381762569298414,0
6,2020-08-01,6666,15512,5925,0,0,2,7141,5301.0,0.25749858517260893,0
6,2020-09-01,6756,15512,5221,0,0,2,7141,6666.0,0.013501350135013501,0
6,2020-10-01,6810,15512,6432,0,0,2,7141,6756.0,0.007992895204262877,0
6,2020-11-01,5765,15512,4656,0,0,2,7141,6810.0,-0.15345080763582966,0
6,2020-12-01,6382,15512,5954,0,0,2,7141,5765.0,0.1070251517779705,0
6,2021-01-01,6428,15512,6311,0,0,2,7141,6382.0,0.007207771858351614,0
6,2021-02-01,7266,15512,4267,0,0,4,7141,6428.0,0.13036714374611078,0
6,2021-03-01,5945,15512,5457,4,0,1,7141,7266.0,-0.1818056702449766,0
6,2021-04-01,6768,15512,3482,0,0,4,7141,5945.0,0.13843566021867115,0
6,2021-05-01,7152,15512,4713,0,0,4,7141,6768.0,0.05673758865248227,0
6,2021-06-01,7133,15512,5239,0,0,2,7141,7152.0,-0.002656599552572707,0
6,2021-07-01,8059,15512,4844,0,0,2,7141,7133.0,0.12981915042759007,0
6,2021-08-01,6428,15512,4115,0,0,3,7141,8059.0,-0.20238242958183397,0
6,2021-09-01,7098,15512,3598,7,0,4,7141,6428.0,0.10423148724331052,0
6,2021-10-01,9018,15512,5796,0,0,3,7141,7098.0,0.2704987320371936,0
6,2021-11-01,9998,15512,9051,0,0,2,7141,9018.0,0.1086715457972943,0
6,2021-12-01,11149,15512,10418,0,0,1,7141,9998.0,0.11512302460492098,0
7,2020-01-01,5109,8497,3403,0,0,1,7163,0.0,5109.0,0
7,2020-02-01,5783,8497,3151,0,0,4,7163,5109.0,0.1319240555881777,0
7,2020-03-01,6906,8497,3535,0,0,1,7163,5783.0,0.19418986685111533,0
7,2020-04-01,7366,8497,5118,0,0,2,7163,6906.0,0.0666087460179554,0
7,2020-05-01,8079,8497,5525,0,0,7,7163,7366.0,0.09679609014390443,0
7,2020-06-01,6608,8497,5815,0,0,1,7163,8079.0,-0.18207698972645128,0
7,2020-07-01,6241,8497,5558,0,0,1,7163,6608.0,-0.05553874092009685,0
7,2020-08-01,5191,8497,3121,0,0,2,7163,6241.0,-0.16824226886716873,0
7,2020-09-01,3736,8497,3377,0,0,4,7163,5191.0,-0.2802928144866114,0
7,2020-10-01,3727,8497,3223,0,0,1,7163,3736.0,-0.0024089935760171306,0
7,2020-11-01,3747,8497,2954,0,0,5,7163,3727.0,0.005366246310705662,0
7,2020-12-01,3642,8497,1863,0,0,2,7163,3747.0,-0.02802241793434748,0
7,2021-01-01,2865,8497,1737,0,0,2,7163,3642.0,-0.21334431630971992,0
7,2021-02-01,2415,8497,1822,0,0,2,7163,2865.0,-0.15706806282722513,0
7,2021-03-01,2322,8497,2244,0,0,2,7163,2415.0,-0.03850931677018633,0
7,2021-04-01,2473,8497,1455,0,0,4,7163,2322.0,0.06503014642549526,0
7,2021-05-01,2456,8497,1550,0,0,3,7163,2473.0,-0.006874241811564901,0
7,2021-06-01,1843,8497,1651,0,0,1,7163,2456.0,-0.2495928338762215,0
7,2021-07-01,1667,8497,981,0,1,2,7163,1843.0,-0.09549647314161692,0
7,2021-08-01,2119,8497,1085,0,0,1,7163,1667.0,0.27114577084583086,0
7,2021-09-01,1789,8497,1132,0,0,3,7163,2119.0,-0.1557338367154318,0
7,2021-10-01,1352,8497,1023,0,0,3,7163,1789.0,-0.24427054220234767,0
7,2021-11-01,1058,8497,782,0,0,2,7163,1352.0,-0.21745562130177515,0
7,2021-12-01,937,8497,518,0,0,3,7163,1058.0,-0.11436672967863894,0
8,2020-01-01,3112,12250,2644,0,0,1,4615,0.0,3112.0,0
8,2020-02-01,3487,12250,3352,0,0,1,4615,3112.0,0.1205012853470437,0
8,2020-03-01,4314,12250,3576,0,0,3,4615,3487.0,0.2371666188700889,0
8,2020-04-01,2906,12250,2238,0,0,3,4615,4314.0,-0.32637923041261013,0
8,2020-05-01,2632,12250,2356,0,0,3,4615,2906.0,-0.09428768066070199,0
8,2020-06-01,2065,12250,1517,0,0,2,4615,2632.0,-0.2154255319148936,0
8,2020-07-01,2234,12250,1992,0,0,2,4615,2065.0,0.08184019370460048,0
8,2020-08-01,2277,12250,1366,0,0,2,4615,2234.0,0.019247985675917637,0
8,2020-09-01,2928,12250,2366,0,0,1,4615,2277.0,0.2859025032938076,0
8,2020-10-01,2872,12250,2108,0,0,2,4615,2928.0,-0.01912568306010929,0
8,2020-11-01,2444,12250,1793,0,0,3,4615,2872.0,-0.149025069637883,0
8,2020-12-01,2063,12250,1956,0,0,1,4615,2444.0,-0.15589198036006546,0
8,2021-01-01,2598,12250,2490,0,0,2,4615,2063.0,0.25933107125545324,0
8,2021-02-01,2221,12250,1181,0,0,2,4615,2598.0,-0.14511162432640493,0
8,2021-03-01,1919,12250,1776,0,1,2,4615,2221.0,-0.1359747861323728,0
8,2021-04-01,1930,12250,1371,0,0,2,4615,1919.0,0.005732152162584679,0
8,2021-05-01,1515,12250,826,0,0,1,4615,1930.0,-0.21502590673575128,0
8,2021-06-01,1285,12250,1241,0,0,1,4615,1515.0,-0.15181518151815182,0
8,2021-07-01,782,12250,613,0,0,2,4615,1285.0,-0.3914396887159533,1
8,2021-08-01,1085,12250,564,0,0,1,4615,782.0,0.3874680306905371,1
8,2021-09-01,932,12250,693,0,0,2,4615,1085.0,-0.14101382488479264,1
8,2021-10-01,1757,12250,980,0,0,1,4615,932.0,0.8851931330472103,0
8,2021-11-01,1618,12250,1231,3,0,2,4615,1757.0,-0.07911212293682413,0
8,2021-12-01,1762,12250,958,0,0,1,4615,1618.0,0.08899876390605686,0
9,2020-01-01,1250,8478,972,0,1,1,4435,0.0,1250.0,0
9,2020-02-01,737,8478,703,0,0,5,4435,1250.0,-0.4104,0
9,2020-03-01,686,8478,500,0,1,2,4435,737.0,-0.06919945725915876,0
9,2020-04-01,199,8478,160,0,0,2,4435,686.0,-0.7099125364431487,0
9,2020-05-01,0,8478,0,0,0,2,4435,199.0,-1.0,0
9,2020-06-01,0,8478,0,0,0,1,4435,0.0,0.0,0
9,2020-07-01,0,8478,0,0,0,2,4435,0.0,0.0,0
9,2020-08-01,0,8478,0,0,0,2,4435,0.0,0.0,1
9,2020-09-01,0,8478,0,0,0,3,4435,0.0,0.0,1
9,2020-10-01,0,8478,0,0,0,1,4435,0.0,0.0,1
9,2020-11-01,215,8478,114,0,0,2,4435,0.0,215.0,1
9,2020-12-01,0,8478,0,0,0,2,4435,215.0,-1.0,1
9,2021-01-01,494,8478,316,0,1,3,4435,0.0,494.0,1
9,2021-02-01,623,8478,390,0,0,3,4435,494.0,0.2611336032388664,1
9,2021-03-01,993,8478,531,0,0,3,4435,623.0,0.593900481540931,0
9,2021-04-01,1240,8478,869,0,0,4,4435,993.0,0.24874118831822759,0
9,2021-05-01,1213,8478,726,0,0,3,4435,1240.0,-0.021774193548387097,0
9,2021-06-01,719,8478,449,0,0,1,4435,1213.0,-0.40725474031327286,1
9,2021-07-01,573,8478,371,0,0,3,4435,719.0,-0.20305980528511822,1
9,2021-08-01,521,8478,407,0,0,1,4435,573.0,-0.09075043630017451,1
9,2021-09-01,879,8478,563,0,0,1,4435,521.0,0.6871401151631478,1
9,2021-10-01,691,8478,449,0,0,3,4435,879.0,-0.21387940841865757,1
9,2021-11-01,292,8478,201,0,0,3,4435,691.0,-0.5774240231548481,1
9,2021-12-01,782,8478,555,0,0,2,4435,292.0,1.678082191780822,0
10,2020-01-01,8074,16026,4651,0,0,2,3252,0.0,8074.0,0
10,2020-02-01,8268,16026,5761,0,0,2,3252,8074.0,0.02402774337379242,0
10,2020-03-01,6570,16026,6380,0,0,3,3252,8268.0,-0.2053701015965167,0
10,2020-04-01,7846,16026,6808,0,0,3,3252,6570.0,0.19421613394216133,0
10,2020-05-01,6537,16026,5673,0,0,1,3252,7846.0,-0.16683660463930666,0
10,2020-06-01,6949,16026,5635,0,0,1,3252,6537.0,0.06302585283769313,0
10,2020-07-01,5023,16026,4926,0,0,2,3252,6949.0,-0.2771621816088646,0
10,2020-08-01,3457,16026,2815,0,0,2,3252,5023.0,-0.3117658769659566,0
10,2020-09-01,3604,16026,2360,0,0,3,3252,3457.0,0.04252241828174718,0
10,2020-10-01,4043,16026,3846,0,0,1,3252,3604.0,0.12180910099889013,0
10,2020-11-01,4043,16026,2434,0,0,1,3252,4043.0,0.0,0
10,2020-12-01,3792,16026,3536,0,0,1,3252,4043.0,-0.06208261192184022,0
10,2021-01-01,3731,16026,3666,0,0,2,3252,3792.0,-0.01608649789029536,0
10,2021-02-01,4112,16026,2367,0,0,2,3252,3731.0,0.10211739480032163,0
10,2021-03-01,4304,16026,4028,0,0,2,3252,4112.0,0.04669260700389105,0
10,2021-04-01,4656,16026,2922,0,0,1,3252,4304.0,0.08178438661710037,0
10,2021-05-01,3421,16026,2561,0,0,2,3252,4656.0,-0.2652491408934708,0
10,2021-06-01,4348,16026,2747,0,0,1,3252,3421.0,0.27097339959076294,0
10,2021-07-01,2707,16026,1730,0,1,2,3252,4348.0,-0.37741490340386386,0
10,2021-08-01,2521,16026,2001,0,0,2,3252,2707.0,-0.06871074990764685,0
10,2021-09-01,2851,16026,2422,0,0,3,3252,2521.0,0.1309004363347878,0
10,2021-10-01,2626,16026,1691,0,0,1,3252,2851.0,-0.07891967730620834,0
10,2021-11-01,2663,16026,2622,0,0,1,3252,2626.0,0.01408987052551409,0
10,2021-12-01,1833,16026,1149,0,0,3,3252,2663.0,-0.31167855801727373,0
11,2020-01-01,4145,10610,3375,0,0,2,2393,0.0,4145.0,0
11,2020-02-01,4286,10610,2492,0,0,1,2393,4145.0,0.034016887816646565,0
11,2020-03-01,4678,10610,3092,0,0,1,2393,4286.0,0.09146056929538031,0
11,2020-04-01,4118,10610,3335,0,0,1,2393,4678.0,-0.11970927746900385,0
11,2020-05-01,3362,10610,3219,0,0,2,2393,4118.0,-0.18358426420592522,0
11,2020-06-01,3375,10610,2186,0,0,2,2393,3362.0,0.003866745984533016,0
11,2020-07-01,3968,10610,2381,0,0,2,2393,3375.0,0.1757037037037037,0
11,2020-08-01,4017,10610,2505,0,0,1,2393,3968.0,0.012348790322580645,0
11,2020-09-01,4395,10610,3650,0,0,2,2393,4017.0,0.09410007468259896,0
11,2020-10-01,3936,10610,2835,0,0,2,2393,4395.0,-0.10443686006825939,0
11,2020-11-01,3576,10610,2087,0,0,3,2393,3936.0,-0.09146341463414634,0
11,2020-12-01,4418,10610,2824,0,0,3,2393,3576.0,0.2354586129753915,0
11,2021-01-01,3230,10610,2399,0,0,3,2393,4418.0,-0.2688999547306474,0
11,2021-02-01,2847,10610,2012,0,0,2,2393,3230.0,-0.11857585139318885,0
11,2021-03-01,2283,10610,2163,0,0,1,2393,2847.0,-0.19810326659641728,0
11,2021-04-01,2583,10610,2209,0,0,3,2393,2283.0,0.1314060446780552,1
11,2021-05-01,2077,10610,1324,0,0,4,2393,2583.0,-0.19589624467673247,1
11,2021-06-01,1206,10610,964,0,0,2,2393,2077.0,-0.41935483870967744,1
11,2021-07-01,1919,10610,1488,0,0,1,2393,1206.0,0.5912106135986733,0
11,2021-08-01,2523,10610,2422,0,0,2,2393,1919.0,0.31474726420010424,0
11,2021-09-01,2360,10610,1737,0,0,2,2393,2523.0,-0.06460562822037257,0
11,2021-10-01,1591,10610,1451,0,0,2,2393,2360.0,-0.32584745762711864,0
11,2021-11-01,1225,10610,660,5,0,2,2393,1591.0,-0.23004399748585794,0
11,2021-12-01,1565,10610,1212,0,0,1,2393,1225.0,0.27755102040816326,0
12,2020-01-01,8375,8887,5611,0,0,3,6017,0.0,8375.0,0
12,2020-02-01,8887,8887,7890,7,0,1,6017,8375.0,0.06113432835820896,0
12,2020-03-01,8887,8887,6175,0,0,2,6017,8887.0,0.0,0
12,2020-04-01,7565,8887,6637,2,0,2,6017,8887.0,-0.14875661077979072,0
12,2020-05-01,6870,8887,6179,0,0,3,6017,7565.0,-0.09187045604758758,0
12,2020-06-01,6081,8887,3327,0,0,1,6017,6870.0,-0.11484716157205241,0
12,2020-07-01,7604,8887,5267,0,0,1,6017,6081.0,0.25045222825193225,0
12,2020-08-01,6558,8887,4165,0,0,2,6017,7604.0,-0.13755917937927406,0
12,2020-09-01,5080,8887,4143,0,0,3,6017,6558.0,-0.22537358950899664,0
12,2020-10-01,6458,8887,5237,0,0,3,6017,5080.0,0.27125984251968505,0
12,2020-11-01,4387,8887,4057,0,0,1,6017,6458.0,-0.3206875193558377,0
12,2020-12-01,5957,8887,3712,0,0,4,6017,4387.0,0.35787554137223615,0
12,2021-01-01,5390,8887,5078,0,0,1,6017,5957.0,-0.09518213866039953,0
12,2021-02-01,4428,8887,4324,0,0,2,6017,5390.0,-0.17847866419294992,0
12,2021-03-01,4149,8887,4083,0,0,2,6017,4428.0,-0.06300813008130081,0
12,2021-04-01,4964,8887,3831,0,0,2,6017,4149.0,0.19643287539166063,0
12,2021-05-01,4880,8887,3623,0,0,1,6017,4964.0,-0.016921837228041903,0
12,2021-06-01,5103,8887,5047,0,0,1,6017,4880.0,0.04569672131147541,0
12,2021-07-01,4801,8887,2571,0,0,2,6017,5103.0,-0.05918087399568881,0
12,2021-08-01,3380,8887,1710,5,0,1,6017,4801.0,-0.2959800041657988,0
12,2021-09-01,4072,8887,3105,0,0,2,6017,3380.0,0.20473372781065088,0
12,2021-10-01,3715,8887,2928,0,0,2,6017,4072.0,-0.08767190569744597,0
12,2021-11-01,2634,8887,2044,0,0,2,6017,3715.0,-0.2909825033647376,0
12,2021-12-01,2645,8887,2247,0,0,2,6017,2634.0,0.004176157934700076,0
13,2020-01-01,6951,10883,5352,0,0,2,3509,0.0,6951.0,0
13,2020-02-01,5746,10883,3616,0,0,1,3509,6951.0,-0.17335635160408575,0
13,2020-03-01,5786,10883,3163,0,0,3,3509,5746.0,0.006961364427427776,0
13,2020-04-01,6551,10883,3847,0,0,1,3509,5786.0,0.13221569305219497,0
13,2020-05-01,6391,10883,5564,0,0,1,3509,6551.0,-0.024423752098916195,0
13,2020-06-01,4697,10883,2554,0,0,1,3509,6391.0,-0.26506024096385544,0
13,2020-07-01,4847,10883,4300,0,1,2,3509,4697.0,0.03193527783691718,0
13,2020-08-01,4889,10883,4723,0,0,2,3509,4847.0,0.008665153703321642,0
13,2020-09-01,5791,10883,5594,0,1,1,3509,4889.0,0.18449580691347925,0
13,2020-10-01,6890,10883,4586,0,0,2,3509,5791.0,0.18977724054567432,0
13,2020-11-01,7563,10883,4342,0,0,2,3509,6890.0,0.097677793904209,0
13,2020-12-01,7226,10883,4114,0,0,2,3509,7563.0,-0.04455903741901362,0
13,2021-01-01,7588,10883,7400,0,0,2,3509,7226.0,0.050096872405203434,0
13,2021-02-01,9899,10883,9862,0,0,1,3509,7588.0,0.30455983131259884,0
13,2021-03-01,10883,10883,9650,0,0,2,3509,9899.0,0.0994039802000202,0
13,2021-04-01,10026,10883,8722,0,0,1,3509,10883.0,-0.07874666911697142,0
13,2021-05-01,9488,10883,9157,0,0,2,3509,10026.0,-0.053660482744863354,0
13,2021-06-01,8497,10883,7081,0,0,1,3509,9488.0,-0.10444772344013491,0
13,2021-07-01,9522,10883,5852,0,0,3,3509,8497.0,0.12063081087442627,0
13,2021-08-01,8404,10883,5305,0,0,1,3509,9522.0,-0.11741230833858433,0
13,2021-09-01,8960,10883,6312,0,0,2,3509,8404.0,0.06615897191813422,0
13,2021-10-01,6158,10883,4920,0,0,2,3509,8960.0,-0.3127232142857143,0
13,2021-11-01,5673,10883,4343,0,0,1,3509,6158.0,-0.07875933744722312,0
13,2021-12-01,5552,10883,4637,0,0,2,3509,5673.0,-0.021329102767495153,0
14,2020-01-01,5198,13242,3135,0,0,3,5907,0.0,5198.0,0
14,2020-02-01,4052,13242,3796,0,0,4,5907,5198.0,-0.2204694113120431,0
14,2020-03-01,3593,13242,2032,0,0,3,5907,4052.0,-0.11327739387956565,0
14,2020-04-01,3103,13242,2011,0,0,3,5907,3593.0,-0.13637628722516004,0
14,2020-05-01,3339,13242,2157,0,0,1,5907,3103.0,0.07605543022881082,0
14,2020-06-01,2662,13242,2605,5,0,2,5907,3339.0,-0.20275531596286314,0
14,2020-07-01,2666,13242,2233,0,0,4,5907,2662.0,0.0015026296018031556,0
14,2020-08-01,2850,13242,2348,0,0,3,5907,2666.0,0.0690172543135784,0
14,2020-09-01,1909,13242,1524,0,0,2,5907,2850.0,-0.33017543859649123,0
14,2020-10-01,1672,13242,1256,0,0,2,5907,1909.0,-0.12414876898899947,0
14,2020-11-01,1473,13242,834,0,0,1,5907,1672.0,-0.11901913875598086,0
14,2020-12-01,1741,13242,1108,0,0,1,5907,1473.0,0.18194161575016973,0
14,2021-01-01,1120,13242,1071,2,0,1,5907,1741.0,-0.35669155657668006,0
14,2021-02-01,967,13242,582,0,0,2,5907,1120.0,-0.13660714285714284,0
